일자,중식계,석식계
2021-01-27,1028.5880041006094,0
2021-01-28,951.1335817583501,0
2021-01-29,663.4527034915844,0
2021-02-01,1260.0815671871817,0
2021-02-02,1064.5425648888395,0
2021-02-03,1072.1447411326747,0
2021-02-04,1019.7988096223683,0
2021-02-05,765.8528553489704,0
2021-02-08,1285.7093786767641,0
2021-02-09,1067.2528162724661,0
2021-02-10,692.2204215752533,0
2021-02-15,1316.4428871854232,0
2021-02-16,1128.807877603221,0
2021-02-17,1053.133454841559,0
2021-02-18,952.2008487356543,0
2021-02-19,722.1293804371054,0
2021-02-22,1325.6946253046112,0
2021-02-23,1115.6667355081988,0
2021-02-24,1002.4861746535,0
2021-02-25,933.8659585543321,0
2021-02-26,689.2747147114733,0
2021-03-02,1109.2200757291716,0
2021-03-03,1049.0981648752688,0
2021-03-04,947.2928470926279,0
2021-03-05,744.1978539155762,0
2021-03-08,1405.8117471182427,0
2021-03-09,1224.180639786771,0
2021-03-10,1024.0261229076966,0
2021-03-11,972.4627472398698,0
2021-03-12,749.785872442398,0
2021-03-15,1357.5200462405005,0
2021-03-16,1080.4692006920648,0
2021-03-17,1029.6171296260218,0
2021-03-18,944.8278022257277,0
2021-03-19,715.2796856336299,0
2021-03-22,1299.4055434669062,0
2021-03-23,1073.329831548645,0
2021-03-24,983.6770453278633,0
2021-03-25,914.0759154798071,0
2021-03-26,698.8335866576285,0
2021-03-29,1302.2791854226216,0
2021-03-30,1069.5877118115409,0
2021-03-31,990.9210827694866,0
2021-04-01,869.0654717253323,0
2021-04-02,643.1450217911727,0
2021-04-05,1218.670160923408,0
2021-04-06,1026.5262886401233,0
2021-04-07,945.1303512217025,0
2021-04-08,889.7828404904267,0
2021-04-09,657.2872292660647,0
