일자,중식계,석식계
2021-01-27,1039.4872866578964,265.898747436628
2021-01-28,970.9954747926226,491.9842908224967
2021-01-29,578.3110342947045,256.2244899358683
2021-02-01,1216.9604989371587,501.25650875310345
2021-02-02,1025.0791190437064,543.0782490432721
2021-02-03,1059.2052084233226,508.58096993274575
2021-02-04,1003.4772271835619,548.098280807138
2021-02-05,724.4497569075164,347.12265556808387
2021-02-08,1287.217082750684,682.3196812006281
2021-02-09,1081.1268592096308,575.1239733173378
2021-02-10,836.6249445030177,121.45647072040543
2021-02-15,1250.81177276671,688.8943001819374
2021-02-16,1092.5492308363662,693.3341991460582
2021-02-17,1033.3494239013398,452.68591716800614
2021-02-18,923.5605672956353,558.1262004005822
2021-02-19,716.0345553006096,363.6579171697898
2021-02-22,1270.020852243713,745.1807105807902
2021-02-23,1085.3006963905052,667.3510520220257
2021-02-24,962.9794821090031,408.15939888025036
2021-02-25,904.6745111683035,577.2047402068879
2021-02-26,641.6609643091592,301.2363296472912
2021-03-02,1126.551227237552,672.5104216883194
2021-03-03,1046.7026943600922,525.0008235822391
2021-03-04,994.6147908441034,605.0145399124638
2021-03-05,698.9322809146427,442.3257883466686
2021-03-08,1351.1134250467455,784.6690255253598
2021-03-09,1236.4950003156564,781.9402115822402
2021-03-10,1063.9185618682898,466.6889617366078
2021-03-11,1015.0054059128489,631.2660697641434
2021-03-12,651.1675166165761,335.21032128103224
2021-03-15,1268.4087310463865,754.4430930133624
2021-03-16,1043.3166407588592,646.0982284777912
2021-03-17,1027.2840500415518,491.35708894453137
2021-03-18,923.3734417787483,552.9836313144141
2021-03-19,684.1866194345737,306.69986219804105
2021-03-22,1201.1659137131287,694.866074173259
2021-03-23,973.7285322202832,670.3258196631663
2021-03-24,962.3002086471487,378.3321840643051
2021-03-25,923.026343645394,517.0889982925984
2021-03-26,599.6640898679022,260.32549757624236
2021-03-29,1245.4045079108823,701.3364194421661
2021-03-30,1059.921750683217,665.7719569113758
2021-03-31,1082.210666801168,466.43328476260655
2021-04-01,909.4231765639216,530.7887377464605
2021-04-02,615.8793328844539,326.2046774803033
2021-04-05,1196.0100604580284,621.7835548848235
2021-04-06,1029.8842275804793,613.9930573293558
2021-04-07,1046.9160690478202,511.50493434134313
2021-04-08,905.4299618112307,516.3611137533065
2021-04-09,602.8683525231509,352.67158559499705
