일자,중식계,석식계
2021-01-27,1030.03584740664,110.03512618336595
2021-01-28,955.8200642104068,488.57997731013097
2021-01-29,617.7116111743594,203.8640939112475
2021-02-01,1225.260718370068,551.1546179873167
2021-02-02,1051.7519487518725,549.4501250118769
2021-02-03,1100.3854142312716,519.765062654176
2021-02-04,1012.7416359353166,558.283218935389
2021-02-05,751.4882430912937,310.8006036331417
2021-02-08,1256.2652306000823,671.075420463406
2021-02-09,1080.1133501230588,587.6883453227072
2021-02-10,897.3596061913759,92.05069934198849
2021-02-15,1235.7548061797247,702.725660640405
2021-02-16,1068.7897303480986,688.3577562358686
2021-02-17,1073.0354977468307,462.5154046517852
2021-02-18,941.1832836933066,566.2428048330145
2021-02-19,710.8006629709412,364.1295923380454
2021-02-22,1278.9215812717055,744.1818604894421
2021-02-23,1074.5988964979595,681.478647301231
2021-02-24,1028.5977139100683,406.683289083528
2021-02-25,926.7176658060657,587.805537517319
2021-02-26,680.1346152414122,328.0422801714868
2021-03-02,1238.8962517228192,711.64309533396
2021-03-03,1040.8985615940314,553.1196091249213
2021-03-04,1000.7582973663622,625.7750826288168
2021-03-05,691.4252400354444,432.3989768296695
2021-03-08,1305.0601225390774,762.1153363499984
2021-03-09,1190.1778984823336,744.0581252313312
2021-03-10,1048.1561122912478,506.8498662923212
2021-03-11,1017.1693722692147,638.3716849476979
2021-03-12,686.2898098378365,308.28477265831486
2021-03-15,1246.0142195802268,750.8032474760012
2021-03-16,1005.1664428510136,646.6482004518335
2021-03-17,1028.8095054641663,497.79997672612984
2021-03-18,922.5186824084133,556.2966325550237
2021-03-19,680.5147101998324,250.70903441369967
2021-03-22,1178.339267072097,705.6731993033494
2021-03-23,980.1293378940007,658.7162410698559
2021-03-24,965.3506739987404,353.6433952368748
2021-03-25,913.0143586442823,518.4503506286741
2021-03-26,647.304773865148,246.54920245593934
2021-03-29,1223.0172488434062,691.9384271272522
2021-03-30,1045.447079936624,674.2991972940612
2021-03-31,1087.627693790166,436.1257371739874
2021-04-01,908.0066493210609,537.1364387920917
2021-04-02,636.7345104710181,323.8622444655324
2021-04-05,1146.759033869578,602.7267768912969
2021-04-06,991.4832508741549,570.535730440117
2021-04-07,1031.3613754823627,509.2863629182904
2021-04-08,966.5408533180437,531.1242327357621
2021-04-09,638.3320871483431,346.2241688675272
