일자,중식계,석식계
2021-01-27,997.3875303288255,143.96000670568037
2021-01-28,922.58630668206,482.7420353674149
2021-01-29,585.1727842903699,197.1503571532379
2021-02-01,1190.2973639321635,473.0184342881907
2021-02-02,1026.3158079701645,523.9489322114498
2021-02-03,1049.8539274218558,457.5912455118216
2021-02-04,978.676952637691,514.8139200157086
2021-02-05,664.985589975557,292.95328182859635
2021-02-08,1290.7430126149466,679.9371885714459
2021-02-09,1072.9123660401624,590.9173499449626
2021-02-10,840.7246536657999,103.99017864941646
2021-02-15,1287.8599403843468,701.5989533602304
2021-02-16,1119.7421758015753,697.6866353270275
2021-02-17,1056.9448507263335,464.4902493380072
2021-02-18,931.8621091305109,556.4336097044559
2021-02-19,664.1154023557351,351.4305466001834
2021-02-22,1294.3009139330693,749.9341098182263
2021-02-23,1135.502064965315,689.8909764114078
2021-02-24,991.7802365976225,436.9405785996761
2021-02-25,916.1572586163276,544.6495403826386
2021-02-26,608.6052465240707,322.74864390653676
2021-03-02,1095.3358977409482,634.2031369647882
2021-03-03,1023.5293061612747,455.4393979325082
2021-03-04,933.0083431520886,519.8893943263511
2021-03-05,660.1448934901007,382.5313255466337
2021-03-08,1344.940678477667,768.2399484042114
2021-03-09,1232.5960877785437,744.0524804521784
2021-03-10,1104.166417662647,528.2207448955207
2021-03-11,1042.7232790854987,624.715921062366
2021-03-12,650.2720110197672,336.8781714444492
2021-03-15,1284.959481762865,747.8529133521395
2021-03-16,1046.7833133835536,652.6785619449095
2021-03-17,1047.9143145476362,496.32906996545137
2021-03-18,944.3103200036961,542.6413876994458
2021-03-19,646.775198188383,266.30772599922636
2021-03-22,1235.6187780632051,684.6865723844353
2021-03-23,1013.9694348676021,654.1076678208979
2021-03-24,918.316356096378,359.2933087481347
2021-03-25,939.7976859213085,515.6181554121274
2021-03-26,595.7567442342402,263.1283113201565
2021-03-29,1259.8570236598102,687.5496177070297
2021-03-30,1053.1828908148332,671.9994948516381
2021-03-31,1010.8203512601353,420.6663595720287
2021-04-01,911.5866242830517,570.9085564019771
2021-04-02,620.2883294542332,358.1400481742729
2021-04-05,1184.9992758980102,617.3045240026242
2021-04-06,1054.1882006953651,619.5912860254401
2021-04-07,963.2593236508231,502.2007058994325
2021-04-08,892.5801005702021,511.4337530327898
2021-04-09,632.3754768038041,354.61544536429597
