일자,중식계,석식계
2021-01-27,1016.5383424509394,259.35513818936784
2021-01-28,978.6723764442429,501.4491821186407
2021-01-29,604.1051421695,212.53278683939212
2021-02-01,1225.112332219458,521.3522526652205
2021-02-02,1038.635484821688,544.0054469929579
2021-02-03,1065.0035282813403,522.6689938596834
2021-02-04,1008.6210523825139,562.3735529869641
2021-02-05,727.9074310787234,321.33231349101493
2021-02-08,1277.6604467224688,699.7433299591153
2021-02-09,1080.375538356423,580.799552734498
2021-02-10,919.7142328041766,240.83965213271946
2021-02-15,1211.1444184984312,660.1492850503507
2021-02-16,1057.8327980790666,669.4919777382772
2021-02-17,1046.0766144759539,397.8126885043359
2021-02-18,938.5454282137721,563.9683090643193
2021-02-19,712.6923201695193,346.36731770589194
2021-02-22,1274.559983936898,727.7670764560909
2021-02-23,1088.7537664505132,677.6833498005335
2021-02-24,976.6189284105957,375.66087422050475
2021-02-25,910.4180322344504,562.0456078077411
2021-02-26,634.6203159697584,322.36665460178835
2021-03-02,1125.7712705611561,676.3309053104834
2021-03-03,1062.0711974961666,535.0659054561964
2021-03-04,994.0328197143865,615.8105839376313
2021-03-05,691.331557984418,428.043620833569
2021-03-08,1378.7054216998795,775.8325881890158
2021-03-09,1248.6082282119414,776.2910363489631
2021-03-10,1065.8653621616302,472.7892315349757
2021-03-11,1025.8454125018275,628.6627073158713
2021-03-12,691.8470072885098,316.8706309719612
2021-03-15,1264.2272363502948,746.4635029230815
2021-03-16,1038.3346638946562,660.3981622784405
2021-03-17,1034.3187846633734,483.22700340377355
2021-03-18,931.7157349328779,554.7207720175469
2021-03-19,689.0516826803798,266.34700634981067
2021-03-22,1207.2105327140498,704.1266206343957
2021-03-23,1001.4652880073584,673.0948663265202
2021-03-24,966.8215928687612,339.28214219890845
2021-03-25,909.4892683687237,521.0731015980875
2021-03-26,632.0911133681235,287.6943254011253
2021-03-29,1243.0934789836836,718.9750931057736
2021-03-30,1081.8848514696676,693.1179322143125
2021-03-31,1050.8423309020707,426.8373077084939
2021-04-01,903.798477731982,524.2069364510484
2021-04-02,623.314569937048,330.6382960336997
2021-04-05,1185.7147683669675,623.5942165833696
2021-04-06,1027.601338109471,617.5814153584172
2021-04-07,1039.2122038209047,519.6684420755481
2021-04-08,905.9644890542647,514.4738223691575
2021-04-09,623.3753306500573,342.66979439496845
