일자,중식계,석식계
2021-01-27,987.9470753313457,148.37190911591892
2021-01-28,953.8784583230205,466.24735656441993
2021-01-29,570.7063463506686,203.7050742135088
2021-02-01,1254.9938703265875,620.5254423836416
2021-02-02,1047.3828751882688,574.3401626576003
2021-02-03,1045.8552650832492,506.9785368980773
2021-02-04,1014.5258118579815,556.9331730434826
2021-02-05,733.8485278414373,368.29795324854433
2021-02-08,1295.6934997288877,705.0262836635582
2021-02-09,1087.3175044522538,601.4447600944641
2021-02-10,942.5992380945194,224.40767871023087
2021-02-15,1220.6690411182954,702.63193727754
2021-02-16,1065.25389282169,693.8897218071781
2021-02-17,1014.7526251973512,447.6762458218941
2021-02-18,938.059470165365,601.1263956159102
2021-02-19,708.497809656137,354.9426009415826
2021-02-22,1287.1887044044631,716.7213792265613
2021-02-23,1098.7320678014496,627.7463443276248
2021-02-24,990.0919285523786,393.3221394368975
2021-02-25,917.2802158029734,608.2671370300025
2021-02-26,644.1833722523852,360.4188051401551
2021-03-02,1107.000826365879,638.3615831060769
2021-03-03,1040.174205284608,488.329577271244
2021-03-04,1005.0878101631666,598.8236931340335
2021-03-05,706.5651388988945,405.1096348729515
2021-03-08,1354.8951783208959,747.6089550350985
2021-03-09,1249.01740402108,744.5126216998566
2021-03-10,1056.0735525422888,495.99601277416434
2021-03-11,1028.831421023859,635.3094942487216
2021-03-12,666.9202348416359,305.7890421128958
2021-03-15,1265.4451953427717,700.3371755170639
2021-03-16,1030.7628926363416,678.002566065227
2021-03-17,1019.7237902014945,457.3624708882189
2021-03-18,938.2062987207152,548.2804247270387
2021-03-19,672.2976961693553,249.15017452094204
2021-03-22,1218.5462226708803,674.6376709830848
2021-03-23,995.4596644360729,614.4695942083254
2021-03-24,966.6120555605783,314.3454186719024
2021-03-25,929.8019280235682,546.275818197124
2021-03-26,620.2772687913462,287.5355768097621
2021-03-29,1255.239716678128,698.0226219999483
2021-03-30,1058.1163484263666,672.7404064547668
2021-03-31,1027.664606135207,362.2688994308446
2021-04-01,903.0858754516461,527.6346683855809
2021-04-02,616.159880097131,342.18470624911765
2021-04-05,1192.7431691051488,664.3400358092105
2021-04-06,1034.5589145815243,648.4549075741967
2021-04-07,1036.1259504436784,502.7707898423039
2021-04-08,917.6328925341471,519.6934237893444
2021-04-09,614.8331855654885,367.62163169863857
