일자,중식계,석식계
2021-01-27,978.7237205033059,295.81736411506574
2021-01-28,937.4092110711105,496.39822522737035
2021-01-29,594.530945236672,191.27034002951729
2021-02-01,1188.289469038569,533.7142393025147
2021-02-02,986.9117438217787,566.5832262992409
2021-02-03,1034.8159408337017,511.6290294215322
2021-02-04,963.7093368510258,562.3912933980159
2021-02-05,713.5252778244347,298.5746743741161
2021-02-08,1276.8634558093763,678.2193679562754
2021-02-09,1011.9669829350804,578.6918860891402
2021-02-10,909.2214773780574,186.09165227717278
2021-02-15,1201.1253576312308,651.3948155542399
2021-02-16,1027.8929784648271,670.6534678248162
2021-02-17,985.6519402287997,432.08007798241374
2021-02-18,879.9501738087819,570.1247391828335
2021-02-19,708.3146509275538,332.07585092337
2021-02-22,1256.3584722872147,721.450010597104
2021-02-23,1015.1629995431103,667.2109462263959
2021-02-24,868.7422377593202,397.701521162461
2021-02-25,869.0460435516269,573.5522457091341
2021-02-26,623.6689083030149,306.7569910248865
2021-03-02,1043.6238304283509,666.1055394315703
2021-03-03,1020.1429684932591,531.9745876843095
2021-03-04,956.6762101387803,609.887570811669
2021-03-05,698.7212129904437,436.56675774000337
2021-03-08,1313.278101097052,763.2761011082497
2021-03-09,1148.1815321718998,769.9010508803034
2021-03-10,1044.5129170643143,466.45720062093784
2021-03-11,963.9669697447764,635.0155407608524
2021-03-12,680.0035438415453,301.78049119441033
2021-03-15,1245.7925170542949,739.5389993825256
2021-03-16,996.5807075208593,651.3989830508423
2021-03-17,1013.5264574043669,501.31182367649757
2021-03-18,880.7694224938342,550.502895505224
2021-03-19,690.5626201946916,245.55350120343314
2021-03-22,1182.9806426498826,697.9371990666701
2021-03-23,938.7198418858444,678.7694253522938
2021-03-24,922.6513742574398,319.8033341217017
2021-03-25,852.0372226757237,518.2157159213916
2021-03-26,637.8851064604371,268.6402331333528
2021-03-29,1216.1586758889157,705.402320640248
2021-03-30,994.730649059388,661.1650900520717
2021-03-31,1011.5428641495861,424.82135044295217
2021-04-01,860.5645757068453,530.9238447736368
2021-04-02,649.5554991540539,320.7651841033972
2021-04-05,1189.1967551196508,619.8101930669086
2021-04-06,995.5534798812985,622.335091338398
2021-04-07,1004.3133836212647,522.3181226409239
2021-04-08,858.9818311389683,513.6608998710843
2021-04-09,630.367058749832,344.6821621127184
